recipient,allocation_wei
0xfd68861f7BC74b1e710C4a523A8CC3B6A2f165d9,109477652140077792
0x7aeE40de6320376EE293F61a6e6DF68cC0E4B41E,109477652140077792
0x8DE91FDa337c78C3BA408afA88a706F539f954a0,109477652140077792
0x16C418D8741207397287A3E7B835B25d33C6A533,109477652140077792
0x273884a974aA863286015160ea6418b258Aa3E33,109477652140077792
0x78539dEea4483C7f2048EA2ea780C709bAF0809A,109477652140077792
0x377acD8d2CA2649987f3cF7d6F378b08E5A8fefB,109477652140077792
0xB1CC37A8A5fdf2d1F9AceCDb8495f06E5544875B,109477652140077792
0x403FEe7e35b3af8f29ddBa92e9Ed11e946AFB999,109477652140077792
0xD8b4dCFdB77a991c0fBaDD45a0f2C644177E947C,109477652140077792
0x01246e4fCd19478dA4F36f1B61e405d21388BA6E,109477652140077792
0x309471398aDFa2B136970583AD0db66294F035e3,109477652140077792
0xF59EA3ddAafd0e618EE7BfE0c0d64f3d3c10A37D,109477652140077792
0x3177144Aa32eA567e7173e8E9ab5F463699F2aaf,109477652140077792
0x18C22b1b3d223a19316d76153D86a610478c8708,109477652140077792
0xc65B20c6B2Aa78fBf58b0EFfCF0E3A49b4215166,109477652140077792
0xfD3A7B5fb5c5334766489e4a46fCb46E24834613,109477652140077792
0x7EC089FA35BF500C69769Fe438817a87c6c7a525,109477652140077792
0xB110825a2C88059BdBFE761730084D81cC2ddb01,109477652140077792
0x360527143706618166643FeA4502774515Dead0b,109477652140077792
0x4aA06cDE891Bf049F2C59927400E48098645B7dF,109477652140077792
0xA7db5418eD5d6f0E9b55F5421CAf6724074Bb734,109477652140077792
0xeaf71B549Bf7d897C7110e91A0d97D9a6B04733F,109477652140077792
0xc64b5F5D75185A691135bF7b8c6A2C6Dd5346cE5,109477652140077792
0x75A09da2EC3e09EEC842Ff8dA9BC12EdfC7Da219,109477652140077792
0x8c96f47d41530Ee35F2dAe559cA038A226F895Da,109477652140077792
0xef9Fabfe29EF298d46fB1F9656be6ba561d09778,109477652140077792
0x283F8803738F5AF00Aa5dd2C3128aD4c5fE691f3,109477652140077792
0xa2B53C436CB5aC7ED1F3582977f894f1e7F7491b,109477652140077792
0x5c7635f71e571933d2d60e29dF0403F2dd541697,109477652140077792
0x36f523DE762F36A1726F9DC8D3A2a7c978338455,109477652140077792
0x1DCBa5d534A9Ba72688395ba1A3aeFd3dB078f1A,109477652140077792
0x9f494f0881cb1d1D087CA5a7665e0016473230b3,109477652140077792
0x592F7d227c1A80Bdb2a181093409f49E40EF6E87,109477652140077792
0x76E62c35111EcBdC0b6f82024A9DA18D0A14bA00,109477652140077792
0x0bd02A8097a851b044f92B41b292E327dB8A04D6,109477652140077792
0x2D64b601E846150dF464fAb3c61d8b9Daf51159F,109477652140077792
0xC8aAa54Eec348692C66917852371a2bC9FD9B1E4,109477652140077792
0x7A6ef020F96a10e01253c28D648DC3B4691d16cf,109477652140077792
0xF217402efA536aC01B75bAc59BE0a393c808a932,109477652140077792
0x55FFa0dd6762e01eBB2CD0f44ED7686091654c66,109477652140077792
0x86c9b1d913587C45F0A4D8C9e3BAb74b246E8244,109477652140077792
0xD167c2a01290C33Aa5f2086C507384758A757978,109477652140077792
0x0Be4932C998914daDc86Cd4429a55cf74c35072D,109477652140077792
0x60d46e65768B771d4525AFbA3CF5A83ee58d83CD,109477652140077792
0xc8B339a6756bE0626a39603a223c38286b8ce38c,109477652140077792
0x42d7471bE82f9729a2E6A452B3E013193731Cf87,109477652140077792
0xba59251f4FA5bF06ff79a4739E692CD9aE9Ff075,109477652140077792
0xE61dd4F94A56F92103DF81f0C145710F8b951f86,109477652140077792
0x904c3C2CEDA7c68a049e7A1856d2886377f4d633,109477652140077792
0x93d5DdF80d2264076a0D4ED394050AbD8b81C394,109477652140077792
0x23F0e3c084b1e5fC1c1c5e4158A7f0cf56429490,109477652140077792
0xDF14D9Ff402E1BE89a7Cd4E995Bc097fd5fcA246,109477652140077792
0x4EE574C4FF098D5D7D18b2128296B3548E1e40Cb,109477652140077792
0x306E9899bAE8041f33eDF74a66337d0C0A2B1A79,109477652140077792
0x69A4488Af2d3074fd636ce744D62496f3828E4aF,109477652140077792
0xFD8415515530F3758098230eefC70E2f3C2053Fb,109477652140077792
0x3c26B311fED73E64f8cA0e2d9085A7e0Ec11bAD9,109477652140077792
0xa82a07fFE2c4E2B1FBa63e4932ba7315C6483a84,109477652140077792
0xEC3c8F8582AD5CA88e072F6c8cB2FE1BaAeDA4D0,109477652140077792
0xf4f3563f24DEaFd6aba2e0e01ac3Be469654aC0e,109477652140077792
0xc9eCC23e178e476B0B3DFCE4b50246549537899C,109477652140077792
0x0127B441a5EA2e6F2670Bd2eee1D3EDc55e78B36,109477652140077792
0xD9650C2df34A688936891B8cfe353b157158F67e,109477652140077792
0x70aEF56b70091B99605A6E20BC618676faEC0004,109477652140077792
0x1d292f43533a8f4B33C7997DCB469E50197888C3,109477652140077792
